Document Title,Topic 0 Weight,Topic 1 Weight,Topic 2 Weight,Topic 3 Weight,Topic 4 Weight,Topic 5 Weight,Topic 6 Weight,Topic 7 Weight,Topic 8 Weight,Topic 9 Weight,Topic 10 Weight,Topic 11 Weight,Topic 12 Weight,Topic 13 Weight,Topic 14 Weight
Voyant分析用最終版_0517,3.367003,3.703704,4.377104,3.367003,3.367003,3.367003,3.367003,13.804714,3.367003,23.232323,15.824915,6.397306,3.367003,5.723906,3.367003
Voyant分析用最終版_0518,8.030303,1.515152,1.515152,10,1.515152,1.666667,3.030303,18.787879,5.303031,13.939394,17.727272,8.181818,3.939394,3.030303,1.818182
Voyant分析用最終版_0519,10.121457,4.048583,9.311741,4.048583,9.716599,4.048583,5.668016,4.048583,4.048583,16.194332,4.048583,12.550607,4.048583,4.048583,4.048583
Voyant分析用最終版_0520,2.695652,2,0.869565,5.043478,3.304348,1.565217,0.869565,12.52174,6.782608,45.913044,7.73913,2.434783,6.521739,0.869565,0.869565
Voyant分析用最終版_0521,1.54321,1.54321,1.54321,1.54321,1.54321,1.54321,1.54321,42.901236,3.703704,14.660494,17.12963,1.54321,1.54321,3.08642,4.62963
Voyant分析用最終版_0522,0.869565,0.869565,0.869565,3.73913,0.869565,0.869565,0.869565,33.391306,9.826087,22.086957,17.565218,1.130435,0.869565,0.869565,5.304348
Voyant分析用最終版_0523,3.289474,4.934211,5.921053,3.289474,3.289474,3.289474,3.289474,22.36842,3.289474,5.592105,14.473684,3.289474,3.289474,4.934211,15.460527
Voyant分析用最終版_0524,2.949852,2.949852,3.244838,5.60472,3.834808,2.949852,2.949852,17.9941,2.949852,32.743362,5.899705,2.949852,2.949852,2.949852,7.079646
Voyant分析用最終版_0525,2.26087,0.869565,0.869565,2.956522,0.869565,2.173913,0.869565,23.47826,0.869565,17.130435,24.608696,0.869565,1.826087,3.73913,16.608696
Voyant分析用最終版_0526,0.956522,0.869565,0.869565,5.304348,0.869565,0.869565,0.869565,33.043477,8.086956,25.04348,16.956522,0.869565,0.869565,0.869565,3.652174
Voyant分析用最終版_0527,2.456499,1.637666,1.023541,6.141249,3.070624,1.023541,1.125896,22.21085,3.991812,27.63562,21.187308,1.023541,2.354145,1.023541,4.094166
Voyant分析用最終版_0528,1.162791,1.627907,1.162791,7.325582,1.162791,1.162791,1.162791,22.674419,4.069768,34.651163,16.16279,2.44186,1.162791,1.395349,2.674419
Voyant分析用最終版_0529,0.869565,0.869565,0.956522,5.73913,1.130435,0.869565,0.956522,27.913043,5.73913,31.130436,14,1.73913,0.869565,0.869565,6.347826
Voyant分析用最終版_0530,1.919386,1.919386,1.919386,16.506718,1.919386,2.303263,1.919386,21.113244,11.516315,7.485604,21.880998,1.919386,2.111324,3.646833,1.919386
Voyant分析用最終版_0531,0.869565,4.086956,0.869565,7.217392,3.391304,1.391304,0.869565,8,2.26087,40.086958,16.434783,1.043478,8.608696,2.347826,2.521739
Voyant分析用最終版_0532,3.488372,2.906977,2.906977,6.395349,7.267442,2.906977,2.906977,11.918604,2.906977,22.965117,10.465116,2.906977,6.104651,4.651163,9.302326
Voyant分析用最終版_0533,3.412969,3.412969,3.412969,3.412969,22.1843,3.412969,3.412969,8.87372,3.412969,19.453925,3.412969,4.778157,9.897611,4.095563,3.412969
Voyant分析用最終版_0534,0.869565,2.869565,0.869565,46.78261,0.869565,0.869565,0.956522,11.130435,3.130435,9.652174,0.869565,2.347826,0.869565,11.73913,6.173913
Voyant分析用最終版_0535,0.869565,5.130435,0.869565,41.304347,0.869565,0.869565,0.869565,10.956522,12.347826,12.434783,0.869565,3.217391,0.869565,6,2.521739
Voyant分析用最終版_0536,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983,14.915255,3.38983,23.050848,3.38983,3.38983,21.355931,3.38983,3.38983
Voyant分析用最終版_0537,5.287714,1.55521,1.55521,8.553655,1.55521,5.132193,2.332815,1.55521,5.754277,14.774494,16.329704,4.821151,5.287714,22.083981,3.421462
Voyant分析用最終版_0538,0.869565,0.956522,1.391304,7.043478,0.869565,0.869565,0.869565,32.347825,27.304348,16.782609,2.26087,0.869565,4.869565,0.869565,1.826087
Voyant分析用最終版_0539,3.731343,3.731343,4.477612,3.731343,14.552239,3.731343,3.731343,10.820895,3.731343,27.238807,3.731343,5.223881,3.731343,4.104477,3.731343
Voyant分析用最終版_0540,0.869565,0.869565,0.869565,1.043478,0.869565,0.956522,0.869565,29.130435,27.47826,12.782608,10.869565,0.869565,7.391304,0.869565,4.26087
Voyant分析用最終版_0541,3.952569,3.952569,3.952569,3.952569,9.090909,3.952569,3.952569,3.952569,3.952569,33.992094,3.952569,7.509881,3.952569,3.952569,5.928854
Voyant分析用最終版_0542,6,2.434783,0.869565,15.130435,2.608696,0.869565,0.869565,14.956522,9.826087,15.478261,7.826087,10.26087,0.869565,2.782609,9.217391
Voyant分析用最終版_0543,2.645503,2.645503,2.645503,2.645503,32.539684,2.645503,2.645503,5.291005,2.910053,22.486773,2.645503,2.645503,5.555556,2.645503,7.407408
Voyant分析用最終版_0544,9.90566,5.188679,8.018868,4.716981,18.396227,4.716981,4.716981,6.132076,4.716981,4.716981,4.716981,9.433962,4.716981,5.188679,4.716981
Voyant分析用最終版_0545,3.164557,3.481013,5.063291,3.164557,3.164557,5.063291,48.734176,3.164557,3.164557,3.164557,3.164557,3.164557,4.746835,4.43038,3.164557
Voyant分析用最終版_0546,0.869565,11.217391,0.869565,15.478261,0.869565,0.869565,0.869565,18.869565,16.26087,25.565216,2.956522,2.695652,0.869565,0.869565,0.869565
Voyant分析用最終版_0547,0.869565,1.130435,1.565217,14.173913,0.869565,0.869565,1.304348,25.826088,16,27.130434,2.869565,3.652174,2,0.869565,0.869565
Voyant分析用最終版_0548,4.504504,4.504504,4.504504,4.504504,13.513513,4.504504,4.504504,4.504504,4.504504,23.423423,4.504504,9.009009,4.504504,4.504504,4.504504
Voyant分析用最終版_0549,1.282051,1.282051,1.282051,11.410257,1.282051,1.282051,1.410256,1.282051,51.02564,3.846154,5,5,10.769231,2.564103,1.282051
Voyant分析用最終版_0550,0.869565,17.73913,1.913044,9.478261,0.869565,0.869565,0.869565,0.869565,18.434782,14.956522,3.043478,4.608696,17.913043,6.695652,0.869565
Voyant分析用最終版_0551,0.869565,4.521739,0.869565,21.217391,25.478262,0.869565,0.869565,2.608696,2.086957,12.52174,0.869565,21.043478,0.869565,4.434783,0.869565
Voyant分析用最終版_0552,7.836991,3.134796,3.134796,3.134796,25.07837,3.134796,3.134796,11.598746,3.134796,17.554858,3.134796,5.329154,3.448276,3.134796,4.075235
Voyant分析用最終版_0553,1.043478,0.869565,0.869565,1.826087,3.217391,0.869565,0.869565,36.26087,22,17.391305,10.782608,1.391304,0.869565,0.869565,0.869565
Voyant分析用最終版_0554,4.807692,4.807692,4.807692,4.807692,4.807692,4.807692,4.807692,4.807692,4.807692,14.423077,13.461539,4.807692,14.423077,4.807692,4.807692
Voyant分析用最終版_0555,4.1841,4.1841,4.1841,4.1841,4.1841,4.1841,4.1841,7.531381,20.502092,6.694561,19.246861,4.1841,4.1841,4.1841,4.1841
Voyant分析用最終版_0556,5.208333,3.472222,3.472222,3.472222,7.986111,3.472222,3.472222,14.583333,20.48611,3.472222,3.472222,6.597222,3.472222,3.472222,13.88889
Voyant分析用最終版_0557,1.207243,1.006036,1.006036,1.006036,10.462777,1.006036,1.006036,55.331993,8.148894,7.142857,8.450704,1.10664,1.10664,1.006036,1.006036
Voyant分析用最終版_0558,2.083333,2.083333,2.083333,2.083333,5,2.083333,2.083333,50.625,7.083333,12.916666,3.541667,2.083333,2.083333,2.083333,2.083333
Voyant分析用最終版_0559,0.869565,6.782608,0.956522,5.217391,8.260869,0.869565,0.869565,30.173913,11.391304,16.521738,3.478261,0.956522,0.869565,11.913043,0.869565
Voyant分析用最終版_0560,0.869565,31.391305,0.869565,21.913044,6.695652,0.869565,0.869565,1.217391,1.73913,6.086956,2,22.869565,0.869565,0.869565,0.869565
Voyant分析用最終版_0561,4.040404,3.030303,1.443001,7.647908,1.443001,4.906205,2.308802,1.587302,2.020202,20.05772,14.574315,1.443001,1.443001,29.87013,4.184704
Voyant分析用最終版_0562,2.525253,2.777778,2.525253,4.040404,2.525253,2.525253,2.525253,24.494949,10.858586,32.575756,2.525253,2.525253,2.525253,2.525253,2.525253
Voyant分析用最終版_0563,2.053388,2.053388,2.053388,2.053388,6.98152,2.053388,2.053388,28.131416,11.704312,29.15811,2.053388,2.053388,3.49076,2.053388,2.053388
Voyant分析用最終版_0564,1.763668,1.763668,2.116402,9.700176,1.763668,1.763668,1.763668,8.112875,50.088185,1.763668,5.996473,8.112875,1.763668,1.763668,1.763668
Voyant分析用最終版_0565,4.868914,3.745318,3.745318,3.745318,4.868914,3.745318,4.11985,6.367041,3.745318,40.074906,3.745318,3.745318,3.745318,3.745318,5.992509
Voyant分析用最終版_0566,3.424658,2.283105,2.283105,7.305936,32.42009,2.283105,2.283105,18.949772,7.077625,9.13242,2.283105,3.424658,2.283105,2.283105,2.283105
Voyant分析用最終版_0567,3.081511,0.994036,0.994036,12.425447,35.685885,0.994036,1.789264,12.425447,0.994036,16.600397,0.994036,6.461233,0.994036,0.994036,4.572565
Voyant分析用最終版_0568,5.020921,7.531381,4.1841,5.439331,4.1841,6.276151,25.523013,4.60251,4.1841,4.1841,4.1841,12.133891,4.1841,4.1841,4.1841
Voyant分析用最終版_0569,3.816794,3.816794,8.396947,6.870229,29.007635,3.816794,3.816794,7.633588,3.816794,9.541985,3.816794,3.816794,3.816794,4.198473,3.816794
Voyant分析用最終版_0570,1.663894,1.663894,1.663894,18.302828,1.663894,2.66223,1.663894,20.133111,2.828619,8.153078,28.618968,3.161398,3.993344,2.163061,1.663894
Voyant分析用最終版_0571,3.716814,1.150443,1.061947,10.884956,0.884956,1.415929,11.327434,2.566372,34.24779,12.743363,10,4.070796,1.504425,3.539823,0.884956
Voyant分析用最終版_0572,4.424779,4.424779,4.424779,4.424779,4.424779,4.424779,11.061947,4.424779,31.41593,4.424779,4.424779,4.424779,4.424779,4.424779,4.424779
Voyant分析用最終版_0573,5.15873,3.968254,3.968254,3.968254,5.952381,3.968254,17.857143,3.968254,19.04762,3.968254,9.920635,3.968254,3.968254,3.968254,6.349207
Voyant分析用最終版_0574,13.249211,4.731861,3.154574,3.154574,3.154574,8.201893,21.766561,3.154574,16.088328,5.362776,3.154574,3.154574,5.047319,3.154574,3.470032
Voyant分析用最終版_0575,7.488987,2.863436,5.286344,6.167401,2.422908,4.185022,36.563876,2.202643,18.061674,2.202643,2.202643,3.744493,2.202643,2.202643,2.202643
Voyant分析用最終版_0576,1.043478,15.21739,0.869565,11.652174,0.869565,0.869565,13.913043,0.956522,19.217391,15.826087,0.869565,4.782608,7.304348,5.73913,0.869565
Voyant分析用最終版_0577,3.759398,3.759398,3.759398,3.759398,35.714287,3.759398,4.511278,3.759398,3.759398,11.278196,3.759398,7.142857,3.759398,3.759398,3.759398
Voyant分析用最終版_0578,3.21489,4.060914,1.692047,4.230118,1.692047,1.692047,10.998308,3.722504,46.023688,11.505922,3.384095,1.692047,2.707276,1.692047,1.692047
Voyant分析用最終版_0579,4.897959,4.897959,4.081633,4.081633,5.306122,4.081633,40,4.081633,4.081633,4.081633,4.081633,4.081633,4.081633,4.081633,4.081633
Voyant分析用最終版_0580,3.154574,3.154574,5.362776,3.154574,46.056783,3.154574,3.154574,3.785489,3.154574,6.940063,5.047319,4.416404,3.154574,3.154574,3.154574
Voyant分析用最終版_0581,13.043478,3.381642,23.188406,2.657005,19.323671,2.415459,7.004831,5.31401,3.140097,2.415459,2.415459,4.589372,2.415459,3.381642,5.31401
Voyant分析用最終版_0582,6.270627,9.570957,11.221122,3.30033,21.452145,16.171618,5.610561,3.30033,3.30033,3.30033,3.30033,3.30033,3.30033,3.30033,3.30033
Voyant分析用最終版_0583,7.627118,5.508475,7.627118,4.237288,8.050848,4.237288,25.42373,4.237288,4.237288,5.932203,4.661017,4.237288,5.508475,4.237288,4.237288
Voyant分析用最終版_0584,5.882353,7.450981,16.078432,3.921569,18.039216,4.705882,3.921569,3.921569,3.921569,3.921569,3.921569,3.921569,5.490196,6.666667,8.235294
Voyant分析用最終版_0585,1.349528,18.08367,1.754386,1.48448,62.48313,1.349528,1.349528,1.349528,1.349528,1.349528,2.699055,1.349528,1.349528,1.349528,1.349528
Voyant分析用最終版_0586,3.125,5.625,3.125,3.125,43.125,3.4375,3.125,3.125,3.125,3.125,3.125,3.125,13.4375,3.125,3.125
Voyant分析用最終版_0587,8.849558,5.309734,7.964602,4.424779,4.424779,28.761062,4.867257,4.424779,4.424779,4.424779,4.424779,4.424779,4.424779,4.424779,4.424779
Voyant分析用最終版_0588,4.201681,4.201681,4.201681,4.201681,5.042017,4.201681,39.07563,4.201681,4.201681,4.621849,4.201681,5.042017,4.201681,4.201681,4.201681
Voyant分析用最終版_0589,3.38983,4.067797,7.79661,3.38983,29.152542,21.01695,3.38983,4.067797,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983
Voyant分析用最終版_0590,3.745318,3.745318,3.745318,3.745318,21.722846,29.588014,3.745318,3.745318,3.745318,3.745318,3.745318,3.745318,3.745318,3.745318,3.745318
Voyant分析用最終版_0591,3.289474,3.947368,6.578948,3.289474,17.763157,35.526314,3.289474,3.289474,3.289474,3.289474,3.289474,3.289474,3.289474,3.289474,3.289474
Voyant分析用最終版_0592,11.594203,3.623188,10.869565,5.072464,3.623188,3.623188,3.623188,5.072464,3.623188,3.623188,3.623188,3.623188,3.623188,16.666667,18.115942
Voyant分析用最終版_0593,8.411215,5.140187,13.084112,4.672897,14.48598,4.672897,5.140187,4.672897,4.672897,4.672897,4.672897,4.672897,8.878505,5.140187,7.009346
Voyant分析用最終版_0594,4.237288,4.237288,15.254237,4.237288,4.237288,27.118644,4.237288,4.237288,4.237288,4.237288,4.237288,4.237288,6.779661,4.237288,4.237288
Voyant分析用最終版_0595,3.846154,5,10,3.846154,3.846154,3.846154,36.53846,3.846154,3.846154,3.846154,3.846154,4.230769,5.769231,3.846154,3.846154
Voyant分析用最終版_0596,7.348243,3.514377,4.792332,10.543131,3.194888,3.194888,23.003195,3.194888,5.111821,3.194888,3.194888,12.460064,10.543131,3.514377,3.194888
Voyant分析用最終版_0597,3.225806,3.548387,18.387097,3.225806,8.387097,31.290323,3.225806,3.225806,3.225806,3.225806,3.225806,3.225806,6.129032,3.225806,3.225806
Voyant分析用最終版_0598,3.846154,4.230769,19.23077,3.846154,22.307692,10.384615,3.846154,3.846154,3.846154,3.846154,3.846154,5.384615,3.846154,3.846154,3.846154
Voyant分析用最終版_0599,4.608295,4.608295,15.207373,4.608295,7.373272,10.138249,4.608295,4.608295,4.608295,4.608295,4.608295,4.608295,16.589862,4.608295,4.608295
Voyant分析用最終版_0600,2.457002,2.457002,4.914005,2.457002,5.159705,2.457002,2.457002,9.582309,53.31695,2.457002,2.457002,2.457002,2.457002,2.457002,2.457002
Voyant分析用最終版_0601,5.829597,4.932736,21.524663,4.484305,4.484305,17.48879,4.484305,5.381166,4.484305,4.484305,4.484305,4.484305,4.484305,4.484305,4.484305
Voyant分析用最終版_0602,3.759398,3.759398,12.781955,4.135338,19.548872,22.180451,3.759398,3.759398,3.759398,3.759398,3.759398,3.759398,3.759398,3.759398,3.759398
Voyant分析用最終版_0603,4.1841,4.1841,15.899582,4.1841,7.531381,25.941423,4.1841,4.1841,4.1841,4.1841,4.1841,4.1841,4.60251,4.1841,4.1841
Voyant分析用最終版_0604,4.21941,4.21941,11.814346,4.21941,21.518987,16.033755,4.21941,4.21941,4.21941,4.21941,4.21941,4.21941,4.21941,4.21941,4.21941
Voyant分析用最終版_0605,3.405573,3.405573,21.981424,5.263158,6.811146,26.31579,3.095975,3.095975,3.405573,3.095975,4.95356,3.095975,5.882353,3.095975,3.095975
Voyant分析用最終版_0606,3.731343,3.731343,3.731343,3.731343,20.522387,27.238807,5.597015,3.731343,3.731343,3.731343,4.104477,3.731343,5.223881,3.731343,3.731343
Voyant分析用最終版_0607,5.347594,6.951871,5.347594,5.347594,14.438502,5.347594,5.347594,5.347594,5.882353,5.347594,5.347594,5.347594,13.368984,5.347594,5.882353
Voyant分析用最終版_0608,12.307692,24.615385,4.230769,3.846154,11.153846,3.846154,3.846154,6.153846,3.846154,4.615385,6.153846,3.846154,3.846154,3.846154,3.846154
Voyant分析用最終版_0609,10.822511,7.359307,19.04762,2.164502,24.025974,7.792208,3.246753,5.411255,2.164502,2.164502,2.164502,3.030303,2.164502,6.277056,2.164502
Voyant分析用最終版_0610,4.744526,3.649635,3.649635,3.649635,6.569343,3.649635,3.649635,4.744526,35.036495,3.649635,12.408759,3.649635,3.649635,3.649635,3.649635
Voyant分析用最終版_0611,2.262443,2.488688,24.208145,2.262443,17.64706,27.149323,2.941177,2.488688,2.262443,2.262443,2.262443,4.977376,2.262443,2.262443,2.262443
Voyant分析用最終版_0612,4.255319,9.787234,20.425531,4.255319,7.234043,10.638298,4.255319,4.255319,5.106383,5.957447,4.255319,4.255319,6.80851,4.255319,4.255319
Voyant分析用最終版_0613,4.608295,6.451613,4.608295,4.608295,4.608295,4.608295,27.64977,5.529954,4.608295,4.608295,4.608295,4.608295,7.834102,4.608295,6.451613
Voyant分析用最終版_0614,3.401361,4.421769,16.666667,3.401361,9.183674,11.564626,3.401361,3.401361,3.401361,3.401361,8.163265,3.401361,19.387755,3.401361,3.401361
Voyant分析用最終版_0615,3.546099,3.546099,18.439716,3.546099,6.737588,28.723404,3.546099,6.028369,4.609929,3.546099,3.546099,3.546099,3.546099,3.546099,3.546099
Voyant分析用最終版_0616,5.102041,5.102041,5.612245,5.102041,5.102041,22.44898,5.102041,5.102041,5.102041,6.632653,5.102041,5.102041,5.102041,9.183674,5.102041
Voyant分析用最終版_0617,3.030303,6.060606,17.272727,5.454546,26.363635,6.666667,4.848485,3.030303,3.030303,3.636363,3.333333,3.636363,5.454546,3.030303,5.151515
Voyant分析用最終版_0618,8.791209,3.663004,16.117217,3.663004,12.820514,3.663004,3.663004,3.663004,3.663004,6.227106,4.029304,15.750916,3.663004,3.663004,6.959707
Voyant分析用最終版_0619,5.775076,3.951368,21.580547,3.039514,26.74772,8.81459,3.039514,3.039514,3.039514,3.039514,3.039514,5.775076,3.039514,3.039514,3.039514
Voyant分析用最終版_0620,4,4,19.2,4,10.4,22.4,4,4,4,4,4,4,4,4,4
Voyant分析用最終版_0621,5.405405,4.504504,21.17117,4.504504,10.810811,12.612613,4.504504,4.504504,4.954955,4.504504,4.504504,4.504504,4.504504,4.504504,4.504504
Voyant分析用最終版_0622,3.984064,3.984064,11.952192,3.984064,17.131475,8.366534,3.984064,3.984064,9.96016,4.38247,3.984064,3.984064,12.350598,3.984064,3.984064
Voyant分析用最終版_0623,4.83871,2.688172,4.569893,2.688172,2.688172,3.225806,51.88172,7.795699,2.956989,2.688172,2.688172,3.225806,2.688172,2.688172,2.688172
Voyant分析用最終版_0624,12.935324,4.975124,8.457711,4.975124,18.40796,4.975124,4.975124,4.975124,4.975124,4.975124,4.975124,5.472637,4.975124,4.975124,4.975124
Voyant分析用最終版_0625,3.937008,3.937008,24.80315,3.937008,8.661418,18.110237,4.330709,3.937008,3.937008,3.937008,3.937008,3.937008,3.937008,4.724409,3.937008
Voyant分析用最終版_0626,6.349207,3.968254,8.730159,4.761905,22.619048,7.539683,9.920635,3.968254,3.968254,3.968254,3.968254,8.333334,3.968254,3.968254,3.968254
Voyant分析用最終版_0627,9.803922,3.594771,25.490198,5.555556,12.418301,3.267974,3.267974,4.248366,3.267974,5.882353,5.882353,4.901961,3.594771,3.267974,5.555556
Voyant分析用最終版_0628,3.275109,2.183406,7.20524,2.183406,61.13537,2.183406,2.183406,2.183406,2.838428,2.838428,2.183406,3.056768,2.183406,2.183406,2.183406
Voyant分析用最終版_0629,19.68254,3.174603,16.190477,3.174603,14.285715,3.174603,6.984127,7.301588,3.174603,3.174603,3.174603,6.984127,3.174603,3.174603,3.174603
Voyant分析用最終版_0630,12.456747,3.460208,13.148789,7.612456,3.460208,3.460208,4.152249,10.726643,3.460208,3.460208,3.460208,20.415226,3.460208,3.460208,3.806228
Voyant分析用最終版_0631,4.074074,3.703704,17.777778,3.703704,24.074075,10.37037,5.185185,3.703704,3.703704,3.703704,3.703704,3.703704,5.185185,3.703704,3.703704
Voyant分析用最終版_0632,8.82353,3.676471,12.5,3.676471,29.411766,4.779412,3.676471,3.676471,3.676471,3.676471,4.779412,4.044118,5.514706,3.676471,4.411765
Voyant分析用最終版_0633,2.197802,2.197802,2.197802,9.89011,5.714286,2.197802,2.417582,2.197802,35.824177,2.197802,5.494505,2.197802,14.505495,8.351649,2.417582
Voyant分析用最終版_0634,4.366812,4.366812,30.131003,4.366812,8.296943,8.733624,4.366812,4.366812,4.366812,4.366812,4.366812,4.366812,4.366812,4.803494,4.366812
Voyant分析用最終版_0635,0.869565,35.304347,0.869565,0.869565,0.956522,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,48.173913,6
Voyant分析用最終版_0636,5.128205,15.897436,5.128205,5.128205,15.897436,5.128205,5.128205,5.128205,5.128205,5.641026,5.128205,6.153846,5.128205,5.128205,5.128205
Voyant分析用最終版_0637,3.952569,16.996047,12.648222,3.952569,22.134387,3.952569,3.952569,4.743083,3.952569,3.952569,3.952569,3.952569,3.952569,3.952569,3.952569
Voyant分析用最終版_0638,5.076142,14.213198,6.09137,5.076142,11.675127,5.076142,5.076142,6.09137,5.583756,5.076142,5.076142,5.076142,5.076142,6.09137,9.64467
Voyant分析用最終版_0639,5.050505,20.707071,5.050505,5.050505,5.050505,5.050505,5.050505,5.050505,5.050505,5.050505,6.060606,5.050505,5.050505,8.585858,9.090909
Voyant分析用最終版_0640,4.166667,25,4.166667,4.166667,4.583333,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,8.333334,16.25
Voyant分析用最終版_0641,4.132231,23.966943,4.132231,4.132231,4.132231,4.132231,4.132231,6.61157,4.132231,4.132231,4.545455,4.132231,4.132231,16.94215,6.61157
Voyant分析用最終版_0642,2.754821,23.415978,2.754821,5.509642,2.754821,2.754821,2.754821,3.030303,2.754821,5.23416,2.754821,2.754821,2.754821,18.457301,19.559228
Voyant分析用最終版_0643,7.003891,21.400778,3.89105,3.89105,3.89105,3.89105,3.89105,3.89105,3.89105,3.89105,3.89105,3.89105,3.89105,17.120622,11.673152
Voyant分析用最終版_0644,15.932204,8.135593,29.491526,3.38983,8.813559,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983,3.38983,3.728814
Voyant分析用最終版_0645,3.323263,3.323263,3.021148,3.323263,19.939578,3.021148,23.564954,3.021148,3.021148,3.021148,4.531722,17.824773,3.021148,3.021148,3.021148
Voyant分析用最終版_0646,1.782531,25.668448,2.139038,7.308378,39.037433,1.782531,1.782531,4.099822,3.743316,2.673797,1.782531,2.673797,1.960784,1.782531,1.782531
Voyant分析用最終版_0647,3.533569,16.607773,3.533569,6.713781,30.74205,3.533569,3.533569,3.533569,3.533569,6.360424,3.533569,3.886926,3.533569,3.886926,3.533569
Voyant分析用最終版_0648,1.426534,1.426534,1.426534,4.136947,29.529244,1.426534,1.426534,25.677603,10.271041,4.564907,12.125535,1.426534,1.426534,1.426534,2.282454
Voyant分析用最終版_0649,2.873563,7.471264,2.873563,2.873563,38.793105,2.873563,2.873563,10.344828,4.597701,2.873563,5.747126,2.873563,7.183908,2.873563,2.873563
Voyant分析用最終版_0650,2.325581,2.325581,2.325581,2.325581,9.069768,2.325581,2.325581,20,17.906977,9.767442,20,2.325581,2.325581,2.325581,2.325581
Voyant分析用最終版_0651,11.434511,2.079002,11.642411,2.079002,2.079002,3.534304,33.679834,3.118503,2.079002,2.079002,5.197505,8.108108,2.079002,2.079002,8.731808
Voyant分析用最終版_0652,4.56621,4.56621,12.328767,4.56621,4.56621,4.56621,28.310502,4.56621,4.56621,4.56621,4.56621,4.56621,4.56621,4.56621,4.56621
Voyant分析用最終版_0653,4.149378,4.149378,4.149378,4.149378,14.522822,4.149378,4.149378,13.692947,9.543569,15.352698,4.149378,4.149378,5.394191,4.149378,4.149378
Voyant分析用最終版_0654,3.663004,3.663004,3.663004,3.663004,4.761905,3.663004,3.663004,11.355311,9.157509,5.494505,26.007327,3.663004,4.029304,3.663004,9.89011
Voyant分析用最終版_0655,16.138329,2.881844,2.881844,5.475504,5.763689,2.881844,4.322767,2.881844,2.881844,21.613833,3.170029,17.867436,2.881844,3.170029,5.18732
Voyant分析用最終版_0656,3.942652,3.58423,3.58423,3.58423,3.58423,8.602151,3.58423,5.017921,4.301075,3.58423,27.95699,3.58423,15.053764,3.58423,6.451613
Voyant分析用最終版_0657,6.094183,2.770083,2.770083,17.451523,2.770083,3.601108,2.770083,2.770083,3.047091,28.808865,2.770083,13.296399,4.986149,2.770083,3.3241
Voyant分析用最終版_0658,3.676471,12.867647,12.5,9.558824,18.014705,3.676471,3.676471,3.676471,3.676471,3.676471,3.676471,6.617647,7.352942,3.676471,3.676471
Voyant分析用最終版_0659,3.802281,3.802281,7.224335,11.026616,5.323194,3.802281,18.250951,3.802281,7.224335,4.562738,3.802281,15.969582,3.802281,3.802281,3.802281
Voyant分析用最終版_0660,1.122334,1.122334,1.122334,1.122334,5.274972,1.122334,1.122334,35.80247,29.405162,16.27385,1.907968,1.122334,1.122334,1.234568,1.122334
Voyant分析用最終版_0661,3.984064,3.984064,3.984064,3.984064,3.984064,3.984064,3.984064,20.318726,12.350598,13.944224,9.163347,4.38247,3.984064,3.984064,3.984064
Voyant分析用最終版_0662,5.923345,3.484321,6.620209,4.529617,37.630662,3.484321,3.484321,9.059233,3.832753,3.484321,3.484321,3.484321,4.529617,3.484321,3.484321
Voyant分析用最終版_0663,5.284553,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,4.065041,20.325203,4.065041,4.065041,19.10569,4.065041,10.569106
Voyant分析用最終版_0664,5.454546,3.636363,14.909092,3.636363,13.454546,3.636363,3.636363,8.727273,3.636363,3.636363,5.818182,3.636363,17.818181,3.636363,4.727273
Voyant分析用最終版_0665,3.571429,3.571429,3.571429,3.571429,3.571429,3.571429,3.571429,15.357143,12.857144,18.214285,3.571429,3.571429,14.285715,3.571429,3.571429
Voyant分析用最終版_0666,3.636363,3.636363,3.636363,3.636363,3.636363,3.636363,4,12,3.636363,21.818182,3.636363,3.636363,3.636363,5.818182,20
Voyant分析用最終版_0667,2.28833,2.28833,2.28833,2.517162,2.974828,2.28833,2.28833,4.576659,64.30206,2.28833,2.28833,2.28833,2.745996,2.28833,2.28833
Voyant分析用最終版_0668,4.739337,4.739337,4.739337,4.739337,4.739337,4.739337,4.739337,7.582939,15.165877,4.739337,4.739337,4.739337,20.379147,4.739337,4.739337
Voyant分析用最終版_0669,4.032258,4.032258,4.032258,4.032258,27.01613,4.032258,4.032258,7.66129,5.645161,8.467742,4.032258,4.032258,10.887097,4.032258,4.032258
Voyant分析用最終版_0670,4.651163,4.651163,4.651163,4.651163,20,4.651163,4.651163,4.651163,6.046512,9.302326,4.651163,4.651163,13.488372,4.651163,4.651163
Voyant分析用最終版_0671,6.470589,1.960784,1.960784,1.960784,17.450981,1.960784,1.960784,14.901961,1.960784,24.901961,1.960784,1.960784,1.960784,1.960784,16.666667
Voyant分析用最終版_0672,5.960265,3.311258,9.271523,3.311258,40.397352,3.311258,3.311258,3.311258,3.311258,6.953642,4.304636,3.311258,3.311258,3.311258,3.311258
Voyant分析用最終版_0673,3.846154,3.205128,14.102565,3.205128,36.858973,3.846154,3.205128,3.846154,3.205128,3.205128,3.205128,3.205128,8.653846,3.205128,3.205128
